text	topic	parent_L1
These expressions, such as "holy cow" and "kick the bucket" carry meanings and cultural implications that only a native speaker would understand.	Language games	Linguistics
Those letters, pronounced in French, sound like "Elle a chaud au cul", an idiom which translates to "she has a hot ass", or in Duchamp's words "there is fire down below".	Language games	Linguistics
In Lexicon Criss-Cross, the players form words within a 5×5 grid using 25 cards revealed in succession from the deck.	Language games	Linguistics
Boggle CD-ROM, a version for Windows, produced and marketed by Hasbro Interactive, including both 4×4 and 5×5 versions, several 3-D versions, and facilities allowing up to four players to compete directly over the Internet.	Language games	Linguistics
Several online tools have been created to provide daily hints and analysis of the puzzle, among them one by science fiction author William Shunn was mentioned in the New York Times itself.	Language games	Linguistics
Together, the three founded the publishing firm Price Stern Sloan in the early 1960s as a way to release Mad Libs.	Language games	Linguistics
In order that the game not be overly difficult, as it must be done entirely in the head, only perfect matches return a count.	Language games	Linguistics
Gameplay In standard Boggle, the player is given a 4x4 grid of lettered dice, and the player must then find as many possible words in the grid of letters.	Language games	Linguistics
If they are unsure, they can ask their contacts through social media (Facebook, Twitter, Instagram, and WhatsApp), text message, email, or pay for clues with coins.	Language games	Linguistics
In the Selchow & Righter edition, a word may be stolen by any player immediately after it was made if they form a longer word with tiles from the pool.	Language games	Linguistics
Taking up mechanisms similar to those of French verlan, similar jargons have also been established in other Western countries.	Language games	Linguistics
'Had had' had had a better effect on the teacher", or "James, while John had had 'had had', had had 'had'.	Language games	Linguistics
The phrase 裏庭には2羽庭には2羽鶏がいる means "In the backyard and in the yard, there are 2 chickens", but is pronounced うらにわにはにわにわにはにわにわとりがいる, or Uraniwa ni wa niwa niwa ni wa niwa niwatori ga iru.	Language games	Linguistics
The term was later applied to the speech of other Ukrainian politicians with poor command of Ukrainian.	Language games	Linguistics
There is no t before the word-initial syllabic nasal in Nkechi or word-initial vowel in iji, as neither is a CV syllable.	Language games	Linguistics
The mockumentary film Borat used faux Cyrillic to stylize its title as BORДT (Bordt, in Russian the name would be spelt БОРАТ).	Language games	Linguistics
Examples The following sentence is an example which matches the first fifteen digits of π: How I need a drink, alcoholic of course, after the heavy lectures involving quantum mechanics!	Language games	Linguistics
While the characters used in a one-syllable article have many different meanings, they are all pronounced as the same syllable, although not with the same tone.	Language games	Linguistics
In 1994, Michael Bishop's story "Cri di Coeur" (IASFM 1994) featured a haiku contest held on an interstellar ship, with the topic of haiku about astrophysics, subject to the constraint that (as in Japanese haiku) the poems must each feature a season.	Language games	Linguistics
See also Anagram dictionary Double entendre Language game List of puzzle video games Phono-semantic matching Puns Puzzles Rebuses – picture puzzles representing a word Verbal arithmetic Word chain Word play Word Ways: The Journal of Recreational Linguistics == References ==	Language games	Linguistics
The timed version allows players to form words within two minutes per round and there is no limit in the other mode.	Language games	Linguistics
Different rules apply for one-syllable words, and words with more than two syllables may be verlan-ised in more than one way.	Language games	Linguistics
However, some dictionaries insist that the words must also be pronounced differently, while the Oxford English Dictionary says that the words should also be of "different origin".	Language games	Linguistics
In the face-off rounds, the two players enter their acronyms and everyone else votes not knowing which acronym is from which player.	Language games	Linguistics
Nevertheless, they continued to be abundantly composed in France throughout the 17th century and a great part of the 18th century.	Language games	Linguistics
For example, in German, where all nouns are capitalized, there are many pairs such as Laut 'sound' ~ laut 'loud' or Morgen 'morning' ~ morgen 'tomorrow'.	Language games	Linguistics
Thus Superghost, Superduperghost, Xghost played on regular languages are all PSPACE-hard and in EXPSPACE.	Language games	Linguistics
Innumerable errors have been made by bibliographers because the distinguishing marks were missing or blotted, or had been omitted.	Language games	Linguistics
In October 2022, two amateur improvisational actors played a media prank, pretending to be newly fired Twitter employees "Rahul Ligma" and "Daniel Johnson" on the eve of Elon Musk's takeover of the company, and multiple major media outlets reported the incident as actual news.	Language games	Linguistics
The game is usually played by different house rules; the game either ends when kalodont is used, with the person saying it being the winner or kalodont being the only repeatable word that can be used to eliminate the previous player.	Language games	Linguistics
There are other examples of vowelless sentences in Czech and Slovak, such as prd krt skrz drn, zprv zhlt hrst zrn, meaning 'a mole farted through grass, having swallowed a handful of grains'.	Language games	Linguistics
From the introduction inside the box lid: RSVP is played on both sides of an upright frame by two players.	Language games	Linguistics
The 1980s Canadian gameshow Bumper Stumpers required contestants to decode gramograms presented as fictional vanity licence plates.	Language games	Linguistics
He carefully analyzed letter frequencies in newspapers and other printed works to determine the ideal letter distribution for the game.	Language games	Linguistics
Once everyone has done so, the first player describes the cat with an adjective beginning with the letter 'B'.	Language games	Linguistics
Since all the other children spoke Pig Latin, we were superior because Tut was hard to speak and even harder to understand.	Language games	Linguistics
Also, Finnish inflectional and derivational morphology is extensive, thus applying a suffix from another word often produces a valid word.	Language games	Linguistics
African Americans in the southeastern United States created Tutnese to covertly teach spelling and reading.	Language games	Linguistics
The first line has three syllables, the second has one, the third has four, and so on, following the sequence of pi as it extends infinitely.	Language games	Linguistics
The song heavily employs unaltered French words that naturally have an ⟨av⟩ sequence; thus the lyrics resemble the word game of javanais.	Language games	Linguistics
The name "Befudiom" combines the words "befuddled" and "idiom," alluding to the game's root in mixed-up meanings.	Language games	Linguistics
Most of these are nonce words though some have achieved a certain amount of standardization, e.g., the informal use of the word gonna to represent an informal pronunciation of going to.	Language games	Linguistics
A successful challenge reduces the challenger's accumulated points by 10, and an unsuccessful one increases it by 10.	Language games	Linguistics
Other recognition A copy of Buyword is held in the "Sid Sackson Portal" collection of the Strong National Museum of Play (object 107.873).	Language games	Linguistics
For instance, SVRGE O IEHOVA ATQVE DISPERGE INIMICOS TVOS ("Rise, oh Jehovah, and destroy your enemies", a slightly altered version of Psalm 68:2) gives 1625 as the year of building.	Language games	Linguistics
It maintained this meaning in Spanish nimio, but it was also misinterpreted as "insignificant, without importance".	Language games	Linguistics
Some of the more devoted Shadows fans threatened ABC with physical disruption of the first tapings of Password at the Hollywood studios.	Language games	Linguistics
(For example, if the first player calls "T", the second might call "R" to make "TR".) Each fragment must be the beginning of an actual word.	Language games	Linguistics
Ports were released for the Game Boy and Super Nintendo Entertainment System in 1992, followed by a Mac version in 1993.	Language games	Linguistics
Espy Jeremiah Farrell Martin Gardner Mike Keith Douglas Hofstadter Lila Maria de Coninck See also Constrained writing List of forms of word play Oulipo Word Ways: The Journal of Recreational Linguistics References Bibliography Books Bergerson, Howard W.	Language games	Linguistics
A branch of the family was established in France in the 16th century by mercenary soldiers under the terms of the Auld Alliance.	Language games	Linguistics
In the traditional version of the game, a player familiar with the rules takes on the role of Aesop, and secretly chooses a letter of the alphabet.	Language games	Linguistics
Gameplay The gameplay mechanic is based on finding one or several specific words on a puzzle grid and swiping over the scrambled letters to see words collapse.	Language games	Linguistics
There are also many variations that can be made upon the same pattern such as: CabV, CalV, CanV, etc.	Language games	Linguistics
The player ends their turn by discarding one card from their hand so that the player ends up with the same number of cards as were dealt.	Language games	Linguistics
Development The game was originally picked up by Meldac as WordHai at the 1991 Summer Consumer Electronics Show, but Meldac of America went into bankruptcy before the game ever went into release, and it was picked up by Jaleco where it was released as WordZap.	Language games	Linguistics
It uses a smaller, more common vocabulary, making it more accessible for younger players or those looking for a less intense challenge.	Language games	Linguistics
Teasing rhyme is a form of innuendo, where the unsaid word is taboo or completes a sentence indelicately.	Language games	Linguistics
Each puzzle also contains a "spangram," a word or short phrase that describes the theme itself and spans two opposite edges of the grid (it can begin and/or end elsewhere, though).	Language games	Linguistics
Dann, Jack (1995) The Memory Cathedral: A Secret History of Leonardo da Vinci: Bantam Books 0553378570 Dresler, Martin, et al."Mnemonic Training Reshapes Brain Networks to Support Superior Memory", Neuron, 8 March 2017.	Language games	Linguistics
Clearly, the words 食 and 饭 are each split into two sounds, the initial and the rime, thus 食 [sit] is made up of the initial of 手 [s] and the rime of 习 [it], and similarly, 饭 [fan] is [f] from 花 and [an] from 散.	Language games	Linguistics
Cathy Duffy Reviews described the game as a simple activity that reinforces spelling and vocabulary skills.	Language games	Linguistics
Children's literature Some of the best-known and loved abecedarians have been written for children, such as Dr.	Language games	Linguistics
Each following player has to reply with another verse starting with the last letter of the verse used by the previous player.	Language games	Linguistics
1979–1989: Password Plus and Super Password Between 1979 and 1989, two revivals of Password aired on NBC.	Language games	Linguistics
Double meaning Some paraprosdokians not only change the meaning of an early phrase, as in garden-path sentence, but also play on the double meaning of a particular word, creating a form of syllepsis or antanaclasis (a type of pun).	Language games	Linguistics
Boontling was invented in the late 19th century and had quite a following at the turn of the 20th century.	Language games	Linguistics
Nofon èfe fafacifilefe, afanchefe peferchèfe vafa defettofo ifil pifiùfu vefelofocefe pofossifibifilefe Its translation in Italian is: Questo è un esempio di frase in alfabeto farfallino.	Language games	Linguistics
Italian has riocontra featuring inversion of syllables, spoken in Milan and trancorio, spoken in the Mompiano neighborhood of Brescia.	Language games	Linguistics
Kalodont or kaladont is a South Slavic word game, popular in Croatia, Montenegro, Serbia, Slovenia, Bosnia and Herzegovina and North Macedonia, in which players in turn say words, each beginning with the last two letters of the previous word.	Language games	Linguistics
Totoiana was created with the purpose of being unintelligible for normal Romanian speakers, although its origins or the reason why this would be needed are unknown.	Language games	Linguistics
The clue type is generally indicated by a direct reference to 'Spooner', or 'Rev', although more tricky examples might use such phrases as 'in a manner of speaking', or 'slip of the tongue', etc.	Language games	Linguistics
Some rounds may have a specific topic that the answers should fit, although enforcement of the topic depends on solely on the other players' willingness to vote for off-topic answers.	Language games	Linguistics
Generally the cipher used to encrypt the text is simple enough that the cryptogram can be solved by hand.	Language games	Linguistics
References Heli Harrikari: A Constraint-based Approach to Finnish CV Spoonerisms External links List of Finnish spoonerisms	Language games	Linguistics
In 1971 University of Texas Press published his book, Boontling: an American Lingo, which included an extensive dictionary.	Language games	Linguistics
Gameplay The game is played by one player from each of the two teams drawing a card (one between the two of them) and looking at the five words on the card.	Language games	Linguistics
Cooper said that unlike the original version, which he called a word game, the sports edition relied more on a trivia component to solve, with Cooper trying to include one category each game that is trivia based.	Language games	Linguistics
The English-language Wikipedia, for example, has its own respelling system (available at Help:Pronunciation respelling key) which may or may not match that used on other Wikipedias or in other contexts.	Language games	Linguistics
As with several other Goodson-Todman/Goodson game shows, Password has been adapted into a slot machine by WMS Gaming.	Language games	Linguistics
Reception Evan Killham of GamesBeat gave the game a score of 85 out of 100, citing many positives but conceding the requirement for the game to be continually connected to the internet a problem.	Language games	Linguistics
The people of Mărgău traditionally worked with glass for centuries, making mirrors, windows and religious icons and selling them to other parts of the country such as Bucharest, the capital of Romania, or Brăila and Constanța.	Language games	Linguistics
häipyvät tavut [hä-ipyvät ta-vut] → [ta-ipyvät hä-vut] → taipuvat hävyt That is, transformation is A, U, O into Ä, Y, Ö, if the former do not begin the word.	Language games	Linguistics
Based on the principle of Scrabble, it allows players to play games with up to 30 friends and random opponents simultaneously.	Language games	Linguistics
Maya Angelou mentions learning Tutnese as a child in I Know Why the Caged Bird Sings, the first volume of her series of autobiographies.	Language games	Linguistics
The sentence is easier to understand with added punctuation and emphasis: James, while John had had had, had had had had; had had had had a better effect on the teacher.	Language games	Linguistics
The ED/IES SBIR funds entrepreneurial developers to create the next generation of education technology for students, teachers, and administrators in general and special education.	Language games	Linguistics
Development The New York Times Games research director Juliette Seive developed the pitch for what would later become Strands.	Language games	Linguistics
History The Urdu language has a very rich poetic tradition, and the game is very popular among poetry enthusiasts particularly in Pakistan.	Language games	Linguistics
History The ciphers used in cryptograms were created not for entertainment purposes, but for real encryption of military or personal secrets.	Language games	Linguistics
The game ends when the deck runs out, and the winner is the player with the most cards in their winning pile.	Language games	Linguistics
In an article for Reader's Digest, Chloë Nannestad described Quiddler as "the best 2-player card game around" for those who enjoy word games.	Language games	Linguistics
Generally the game has no preset time limits for either answers or the game session itself, but answers are expected to be given in a reasonably short amount of time.	Language games	Linguistics
Similarly, the French argot verlan, in which the order of the syllables within a word is inverted (e.g.	Language games	Linguistics
It was not a "true" one-syllable article in that some characters were not homophonic, leading Chao to modify the poem over time, leading to its canonical form where every syllable uses /shi/.	Language games	Linguistics
Examples: você → vo-po-cê-pê gato → ga-pa-to-po menino → me-pe-ni-pi-no-po Vowel-changing dialect This "dialect" is like the one described above, except that some vowels are changed.	Language games	Linguistics
By the time of the First World War, "acting charades" had become the most popular form and, as written charades were forgotten, it adopted its present, terser name.	Language games	Linguistics
Serbian has a form of slang called Šatrovački followed in the 1990s with a more ambiguous slang called utrovački.	Language games	Linguistics
1600, "flies" and "enemies" rhymed in local dialects, but as a result of the shifts in pronunciation since then, the original rhyme has been lost.	Language games	Linguistics
A letter of the alphabet is then chosen at random, and players have a set amount of time to write something for each category that starts with that letter.	Language games	Linguistics
The early 14th-century word soubzsbriquez meant a "little blow under the chin" in French, also described as a chuck under the chin; this was derived from soubs, mod.	Language games	Linguistics
The graph of the complete word contains a subgraph which is a subdivision of the non-planar graph K3,3, and as such is itself non-planar.	Language games	Linguistics
Linguistics Although there are many instances in editing where removal of redundancy improves clarity, the pure-logic ideal of zero redundancy is seldom maintained in human languages.	Language games	Linguistics
Acceptable answers that are proper nouns using alliteration score one point for each word using the letter.	Language games	Linguistics
Nomenclature A contronym is alternatively called an autantonym, autoantonymy, auto-antonym, antagonym, antilogy, contranym, enantiodrome (enantio- means "opposite"), enantionym, enantioseme, Janus word (after the Roman god Janus, who is usually depicted with two faces), or self-antonym.	Language games	Linguistics
Reception Cryptmaster received "generally favorable reviews" according to review aggregator website Metacritic, scoring a 77/100 on the site.	Language games	Linguistics
In the video game Zork the first letters of sentences in a prayer spelled "Odysseus" which was a possible solution to a Cyclops encounter in another room.	Language games	Linguistics
Much of practical sananmuunnos wordplay revolves around obscene double entendre expressed by spoonerism.	Language games	Linguistics
The term was first used in print in 1979 in Douglas Hofstadter's book Gödel, Escher, Bach: An Eternal Golden Braid, in which Hofstadter invents the acronym GOD, meaning "GOD Over Djinn", to help explain infinite series, and describes it as a recursive acronym.	Language games	Linguistics
The archetypal example is by François Le Lionnais, who transformed John Keats' "A thing of beauty is a joy forever" into "Un singe de beauté est un jouet pour l'hiver": 'A monkey of beauty is a toy for the winter'.	Language games	Linguistics
This can be read either as "Edwardum occidere nolite; timere bonum est" ("Do not kill Edward; it is good to be afraid [to do so]") or as "Edwardum occidere nolite timere; bonum est" ("Do not be afraid to kill Edward; [to do so] is good").	Language games	Linguistics
Examples of text-based (orthographic) wordplay are found in languages with or without alphabet-based scripts, such as homophonic puns in Mandarin Chinese.	Language games	Linguistics
Literary dialect Pronunciation spellings are sometimes used in narratives to represent nonstandard dialects or idiolects to create an impression of backwardness or illiteracy in the speaker.	Language games	Linguistics
Mandarin Chinese Various sentences using the syllables mā, má, mǎ, mà, and ma are often used to illustrate the importance of tones to foreign learners.	Language games	Linguistics
Some of this material was recycled for Borgmann's second book, Beyond Language: Adventures in Word and Thought, and other topics were worked into Word Ways articles.	Language games	Linguistics
Password would become Goodson-Todman's first show to be staged in Los Angeles full-time rather than New York City.	Language games	Linguistics
Development The games department of The New York Times hosts an annual game jam in which participants suggest ideas for upcoming games to release to the website.	Language games	Linguistics
Examples of transformed sentences (although, most of the words in a single sentence are rarely transformed) are: Brate, neću da igram fudbal.	Language games	Linguistics
The term sobriquet is equally applicable as a name for a person, group of people, historical event, or place.	Language games	Linguistics
A twin kangaroo is a kangaroo word that contains two joey words (for example: container features both tin and can, magister features both master and mister).	Language games	Linguistics
Recognition Wonderword has done puzzles that have caught the attention of Boeing, Swarovski and Bill O'Reilly among others.	Language games	Linguistics
Scifaiku follow three major principles – minimalism, immediacy and human insight: Scifaiku follows the haiku model, including its spirit of minimalism.	Language games	Linguistics
The debate is closely linked with the debate over whole language literacy instruction and phonics instruction.	Language games	Linguistics
More recently, Irwin Toy released a new hand-held electronic version featuring a touch screen with a stylus to enter words.	Language games	Linguistics
Hypocatastasis is a figure of speech that declares or implies a resemblance, representation or comparison.	Language games	Linguistics
– "Examples of the can-can dance that other examples of the same dance are able to outshine, or figuratively to put into the trashcan, are themselves able to outshine examples of the same dance".	Language games	Linguistics
If all words are legal, the player wins; if not, the player is given Rotten Bananas and is out of the game.	Language games	Linguistics
Partick Thistle are known as the "Harry Rags", which is taken from the rhyming slang of their 'official' nickname "the jags".	Language games	Linguistics
The University of Colorado Trivia Bowl was a mostly student contest featuring a single-elimination tournament based on the GE College Bowl.	Language games	Linguistics
The original pitch for the game was created by Juliette Seive, and puzzles are edited by Tracy Bennett.	Language games	Linguistics
Towards the 8th century of Rome, the letters assumed their artistic forms and lost their older, narrower ones.	Language games	Linguistics
Ex Libris: The Game of First Lines and Last Words is a party game of literary bluff related to fictionary.	Language games	Linguistics
Babbi → (i) boba Sbirri → (i) rosbi Selvagge → (le) gioselva Tipe → (le) pati Chili → (i) lochi Developments of the riocontra The riocontra then gradually spread throughout Italy with the advent of trap music, as the language of the youth groups.	Language games	Linguistics
There are five stanzas, with 3, 1, 4, 1, and 5 lines each, respectively for a total of fourteen lines in the poem.	Language games	Linguistics
For example: However, respelling relies on the writer's encoded mapping to the same phonemes as the reader's; e.g.	Language games	Linguistics
Content Like Borgmann's first book, Language on Vacation: An Olio of Orthographical Oddities, Beyond Language is a treatise on recreational linguistics, and indeed is based in part on material excised from early drafts of Language on Vacation.	Language games	Linguistics
As such the translation is: "If, in the town where the easy to sieve sieves seven sieves sieve seven sieves, Zeven, seven sieves sieve seven sieves, seven sieves sieve seven sieves".	Language games	Linguistics
References External links 25 Words or Less, Link to the game on Boardgamegeek.com 25 Words or Less: People, Places and Things Edition, Link to the game on Boardgamegeek.com	Language games	Linguistics
The Star looked at "out-of-sight" offenses such as failing to update a driver's license or driving without insurance when no other offense was found.	Language games	Linguistics
Rachel Hommel wrote an untitled "Cadaeic Cadae", which uses the cadaeic form as explained above, and adds a level of complexity to it wherein the number of letters in each word represents a digit of pi.	Language games	Linguistics
In contrast, an anti-kangaroo word is a word that contains its antonym (for example: covert carries overt, animosity carries amity).	Language games	Linguistics
Semantle is a browser-based word guessing game created by American developer David Turner in January 2022.	Language games	Linguistics
In the majority of alternades, every second letter is used to make two smaller words, but in some cases, every third letter is used to make three smaller words.	Language games	Linguistics
In In Your Face, 16 columns of letters are stacked, and the player must make words by using the visible letters in the columns.	Language games	Linguistics
See also Gumuțeasca, an argot spoken in Romania Romanian dialects, even if Totoiana does not represent a dialect == References ==	Language games	Linguistics
The term fumblerules was coined in a list of such rules compiled by William Safire on Sunday, 4 November 1979, in his column "On Language" in The New York Times.	Language games	Linguistics
In Korean, a similar game is kkeunmaritgi (끝말잇기), in which players must say a word that starts with the last Hangul letter of the previous word.	Language games	Linguistics
In some cases, the identical spelling of a word in two languages is coincidental; in other cases, it is because they descend from the same ancestor word.	Language games	Linguistics
Literature A pen name is a pseudonym (sometimes a particular form of the real name) adopted by an author (or on the author's behalf by their publishers).	Language games	Linguistics
However, as of the middle of 2014 the game is published by Raketspel and is no longer published by Rovio Stars.	Language games	Linguistics
On a player's turn, after revealing a tile, they have a ten-second window during which only they can call a word.	Language games	Linguistics
ISBN 979-8485105631 External links Writing in Pilish Pilish Checker Accidental Pilish Cadaeic Cadenza	Language games	Linguistics
Guggenheim In the variant known as "Guggenheim", players write a list of categories down one edge of the paper, and five columns across it, each column headed with a different letter so as to spell a five-letter word.	Language games	Linguistics
The following sentence mixes late Old Dutch and Latin: Translated: This community was noble and pure, and completely full of all virtues.	Language games	Linguistics
Le Train de Nulle Part (The Train from Nowhere) is a 233-page French novel, written in 2004 by a French doctor of letters, Michel Dansel, under the pen name Michel Thaler.	Language games	Linguistics
Cryptmaster was created after many iterations of an idea in which words were the core gameplay mechanic.	Language games	Linguistics
List of common language games Additionally, Auflinger described some types of speech disguise in some languages near the city of Madang in Papua New Guinea.	Language games	Linguistics
A modern form of Grammelot can be heard in the Despicable Me franchise, where the Minions speak a fictitious language; the language is made up of words borrowed from several languages, which make no cohesive sense, relying instead on tone and expression to convey the meaning.	Language games	Linguistics
A full-length Pilish novel has been published, Not A Wake by Mike Keith which currently holds the record of the longest Pilish text with 10,000 digits represented.	Language games	Linguistics
The first version to include the word Anagrams in its name may have been The Game of Letters and Anagrams on Wooden Blocks, published by Parker Brothers around 1890.	Language games	Linguistics
Termo The exception is the word merda, which although it can become darme, becomes damer or rdame Some syntactic gemination also happens: chesciato → tochescia → tocchescia Riccone → nericco → nerrico tocco → ccoto → cotto It should also be noted that, with the inversion, the plural is lost.	Language games	Linguistics
Bonza was described as a "game with a strangely erratic rhythm", but received praise for its value in providing 70 puzzles for less than a dollar.	Language games	Linguistics
In Hennessey's view, Bush "intentionally aimed his public image at average Americans rather than at Cambridge or Upper East Side elites".	Language games	Linguistics
A "tie" judgement is awarded in favor of the receiver If the passer or receiver challenges a point, the oldest player in the game who is not the passer or receiver resolves the dispute.	Language games	Linguistics
Faux Cyrillic, pseudo-Cyrillic, pseudo-Russian or faux Russian typography is the use of Cyrillic letters in Latin text, usually to evoke the Soviet Union or Russia, though it may be used in other contexts as well.	Language games	Linguistics
Another way of describing interlingual homographs is to say that they are orthographically identical, since a language's orthography describes the rules for writing the language: spelling, diacritics, capitalization, hyphenation, word dividers, etc.	Language games	Linguistics
ngware becomes rengwa) See also Costermonger (British street vendors from whom back slang originates) Pig Latin References External links Victorian Web Article John Burkardt's list of back slang words at Florida State University	Language games	Linguistics
There are several Cockburn placenames that are located near Cockburn Law along Whiteadder Water including Cockburn farm, Cockburn Mill, and the now ruined farm Cockburn East.	Language games	Linguistics
"James while John had had had had had had had had had had had a better effect on the teacher" is an English sentence used to demonstrate lexical ambiguity and the necessity of punctuation, which serves as a substitute for the intonation, stress, and pauses found in speech.	Language games	Linguistics
The origin of the word okay is disputed, but the most common view is that it derives from "Oll Korrect", an 1830s comical spelling of "All Correct".	Language games	Linguistics
In the decades since its publication, the book's Problems and Bafflers have proved a fruitful source of logological research.	Language games	Linguistics
Each face-off round lasts about 20 seconds and consists of: a 3-letter round a 4-letter round a 5-letter round The player with the most points from the face-off round wins the game.	Language games	Linguistics
The player who passed then flips the timer, and the other player has one minute to give clues to their team, to try to get them to guess each of the five words on the card, where each word in the giver's clues counts as one of the words bid.	Language games	Linguistics
In such cases, typeface, punctuation or letter case may also be used, e.g., to indicate stress or syllabication of the word.	Language games	Linguistics
Similarly, most tautograms are also alliterations, although exceptions exist when using letters with multiple pronunciations (e.g., crazy child or pneumatic plate).	Language games	Linguistics
The author concluded that RTT was a poor method of predicting the quality of machine translation software.	Language games	Linguistics
They may also use more complicated and precise words that occur in their oral vocabulary, but that they do not yet know how to spell, improving their ability to express their ideas.	Language games	Linguistics
Computational complexity Given a regular expression R, if two players take turns playing Ghost with the language generated by R, the problem of determining whether player 1 has a winning strategy is in EXPSPACE, and is PSPACE-hard.	Language games	Linguistics
It is written in five-line, predominantly anapestic and amphibrach trimeter with a strict rhyme scheme of A A B B A {\displaystyle \mathrm {AABBA} } , in which the first, second and fifth lines rhyme, while the third and fourth ones are shorter and share a different rhyme.	Language games	Linguistics
Success of the Bananagrams tile game developed by the Nathanson family prompted Bananagrams International to extend the brand online.	Language games	Linguistics
The 1967 Kinks song "Harry Rag" was based on the usage of the name Harry Wragg as rhyming slang for "fag" (i.e.	Language games	Linguistics
The concept appears in Dmitri Borgmann's 1965 book Language on Vacation: An Olio of Orthographical Oddities but he uses the term isogram.	Language games	Linguistics
It involves mentally associating pieces of information with specific locations in a familiar environment, such as rooms in a house or landmarks along a well-known route.	Language games	Linguistics
An example is Georgian baq'aq'i ts'q'alshi q'iq'inebs ("a frog croaks in the water"), in which q' is a uvular ejective.	Language games	Linguistics
Consecutive use of letters from the same side is not permitted (which precludes the use of double letter words such as "Brilliantly", "Formatted", or "Dazzle").	Language games	Linguistics
In 1980 Universal Press Syndicate of Kansas City assumed syndication rights and continues to do so today.	Language games	Linguistics
Applications Records describe instances of people going beyond 'normal' strength in specific circumstances, as in the case of Tom Boyle, who was able to lift the front of a car in order to rescue a person trapped beneath it.	Language games	Linguistics
Specifically, given a Generalized Geography graph, a nondeterministic finite automaton can be constructed, which gives a regular expression R, such that player 1 has a winning strategy in Ghost with R if and only if they have a winning strategy in the Generalized Geography game.	Language games	Linguistics
ABC promoted the show to 12:30 PM (11:30 AM Central) on September 6, where it faced stronger challenges in the form of CBS' long-running Search for Tomorrow and NBC's The Who, What, or Where Game, which had been on for two years.	Language games	Linguistics
The "father" of the Irish bull is often said to be Sir Boyle Roche, who once asked "Why should we put ourselves out of our way to do anything for posterity, for what has posterity ever done for us?".	Language games	Linguistics
An updated version for newer editions of Microsoft Windows is available on the game's official website as shareware.	Language games	Linguistics
The term "crab" itself is rural slang, meaning "a bully who uses power through force", and the "river crab" has become a symbol of crude censorship backed with the threat of force.	Language games	Linguistics
Alliteration is encouraged with proper nouns in one game variation (e.g., Ronald Reagan is worth 2 points, and Hubert Horatio Humphrey is worth 3).	Language games	Linguistics
Trivia is the plural of trivium, "a public place." The adjectival form of this, trivialis, was hence translated by Smith as "commonplace." In the 1918 version of his book Trivia, Smith wrote: I know too much; I have stuffed too many of the facts of History and Science into my intellectuals.	Language games	Linguistics
The social media discourse saw debate over gatekeeping, with some advocating for its being shared only in closed groups among African Americans whose ancestors were enslaved in the United States while others promoted public sharing of Tut and its rules among as many African Americans as possible.	Language games	Linguistics
In BreakAway, the player is given a 4x4x4 cube of letters and must find word combinations to remove letters.	Language games	Linguistics
Constrained writing is a literary technique in which the writer is bound by some condition that forbids certain things or imposes a pattern.	Language games	Linguistics
In each round, a different player takes the role of reader and reads aloud the title, author and plot summary.	Language games	Linguistics
Then a Deluxe version in 2018 was sold via Kickstarter, with about 2,400 backers contributing almost $100,000 during the campaign.	Language games	Linguistics
Rules Ubbi dubbi works by adding -ub- before each vowel sound in a syllable (or, as a linguist might put it, "insert [ˈʌb] after each syllable onset").	Language games	Linguistics
La Musardine, 2014 ISBN 9782842719807 Éric Mathivet, 400 monsieur & madame ont un fils : & autres blagues, Hachette loisirs, 2016	Language games	Linguistics
See also Logogram – Grapheme which represents a word or a morpheme Rebus – Allusional device that uses pictures to represent words or parts of words SMS language – Abbreviated slang used in text messaging == References ==	Language games	Linguistics
Words for transcendent ideas in the Platonic sense are often capitalized, especially when used in a religious context.	Language games	Linguistics
In her comparison, she notes the power the text has to express meaning in spite of its verbal incomprehensibility thanks to the characters, while A Book from the Sky captures the fascination of Chinese readers in spite of its incomprehensible characters.	Language games	Linguistics
Greg Barlow, the president of the company, stated that the game was "a favorite" within the staff, adding that it would "make a great addition" to the website's selection of games.	Language games	Linguistics
Punctuation Punctuation can be used to introduce ambiguity or misunderstandings where none needed to exist.	Language games	Linguistics
The various ways of expressing the idiom (acting, spelling, drawing, shouting) are also determined by the roll of a separate die with icons corresponding to the various means of expressing the idioms.	Language games	Linguistics
An essential feature is the use of full cardinal number names such as "one", "two", etc., in recording character counts.	Language games	Linguistics
Invented anadromes Ananyms and anadromic names Many jazz titles were written by reversing names or nouns: Ecaroh inverts the spelling of its composer Horace Silver's Christian name.	Language games	Linguistics
Variations In a kangaroo word, the letters of the joey word may also be separated, as in masculine, which contains the letters of male scattered throughout.	Language games	Linguistics
Other examples Words 17 letters subdermatoglyphic 16 letters uncopyrightables 15 letters 14 letters 13 letters 12 letters There are hundreds of eleven-letter isograms, over one thousand ten-letter isograms and thousands of such nine-letter words.	Language games	Linguistics
Many of them were Russian-speaking and struggled with Ukrainian in their speech, and they were often publicly derided.	Language games	Linguistics
Arabic language poets used rhyme extensively from the first development of literary Arabic in the sixth century, as in their long, rhyming qasidas.	Language games	Linguistics
Many versions of Tetris, including those by Atari/Tengen and Spectrum Holobyte, used faux Cyrillic to spell the name as TETЯIS (tetyais) to emphasize the game's Russian origins.	Language games	Linguistics
After placing a card on top of or underneath a pile, the player then draws a card from the stack of unused cards to replenish their hand.	Language games	Linguistics
