text	topic	parent_L1
A phylogenetic analysis of 20 genes and pseudogenes, isolated to 5 conserved protein genes, was used to construct phylogenetic trees displaying long terminal branches from the nodes, suggesting speciation occurred long ago.	Bacteria	Organisms
The genus is known for producing many types of antibiotics, including Vancomycin, obtained from Amycolatopsis orientalis, is being used for infections resistant to other antibiotics.	Bacteria	Organisms
(2002) The response of field-grown rice to inoculation with a multi-strain biofertiliser in the Hanoi district, Vietnam.	Bacteria	Organisms
Metallogenium is a proposed genus of bacteria that has an affinity to form star-shaped manganese oxide minerals.	Bacteria	Organisms
The organism is catalase- and oxidase-negative, produces acid from mannose, and tolerates up to 1% NaCl.	Bacteria	Organisms
The genus was first described in 2021 following the isolation and genome-based characterization of the type species, Inconstantimicrobium porci, from the feces of a domestic pig in Germany.	Bacteria	Organisms
The growth range is 35 to 75 °C and pH 5.5 to 8.5, with the optimum growth conditions of 63 °C at pH 7.5.	Bacteria	Organisms
The proteinases are capable of digesting burn eschars, and may be useful for removal of burn tissue from wounds.	Bacteria	Organisms
Through SSM the TA repeat region can undergo addition or subtraction of TA dinucleotides which results in the reversible ON phase or OFF phase of transcription of the hifA and hifB.	Bacteria	Organisms
It has a commensal relationship within the intestinal tracts of humans, mammals, and reptiles as normal flora.	Bacteria	Organisms
Biberstein, an American bacteriologist Bizionia – Bartolomeo Bizio, an Italian naturalist Blautia – Michael Blaut, a German microbiologist Bordetella – Jules Bordet, a Belgian microbiologist Borkar – Suresh Borkar, an Indian scientist Borrelia – Amédée Borrel, a French scientist Bosea – J.	Bacteria	Organisms
Depletion of oxygen in such zones leads to preference of anaerobic processes such as denitrification and nitrogen loss through anammox.	Bacteria	Organisms
References External links https://web.archive.org/web/20110605181224/http://www.mun.ca/biochem/courses/4103/topics/catabintro.html http://pathmicro.med.sc.edu/mayer/geneticreg.htm	Bacteria	Organisms
pyriformis is able to synthesize at least five protein-forming amino acids including selenocysteine.	Bacteria	Organisms
Phase-variation of the modA2 allele also results in NTHi populations with distinct advantages under oxidative stress and increased resistance to neutrophil killing.	Bacteria	Organisms
Bacteria of this phylum share several of their characteristics with other ultra-small bacteria, nanometric size, small genomes, reduced metabolism, and low capacity to synthesize nucleotides and aminoacids.	Bacteria	Organisms
Asymmetrical growth aids in determining the age of bacteria, because it gives rise to an old pole, or region of inert cell wall material found at the ends of a rod-shaped bacterial cell.	Bacteria	Organisms
The name of the genus comes from Gelre (present province of Gelderland), one of the 12 provinces in The Netherlands.	Bacteria	Organisms
lepromatosis is an obligate intracellular parasite that reproduces only in host cells, a fact that researchers have speculated explains why its culturing in the laboratory has been unsuccessful.	Bacteria	Organisms
Paraclostridium bifermentans, formerly known as Clostridium bifermentans and abbreviated CLOBI, is an anaerobic, motile, gram-positive bacterium.	Bacteria	Organisms
Composite inoculants The combination of strains of Plant Growth Promoting Rhizobacteria (PGPR) has been shown to benefit rice and barley.	Bacteria	Organisms
The following are implicit in the colonization process: ability to survive inoculation onto seed, to multiply in the spermosphere (region surrounding the seed) in response to seed exudates, to attach to the root surface, and to colonize the developing root system.	Bacteria	Organisms
leprae, has not been cultured in the laboratory because it lacks genes necessary to grow outside its hosts.	Bacteria	Organisms
"Pure Culture of Syntrophus buswellii, Definition of its Phylogenetic Status, and Description of Syntrophus gentianae sp.	Bacteria	Organisms
Under controlled continuous plant conditions, the number of bacterial cells and their activity is optimised to attain the highest rate of sulfide oxidation.	Bacteria	Organisms
In the pushing mode, the rotating flagella (assembled in a bundle or as an open tuft of individual filaments) drive the motion from the rear end of the cell body.	Bacteria	Organisms
Wallrabenstein, Christina; Gorny, Norbert; Springer, Nina; Ludwig, Wolfgang; Schink, Bernhard (1995).	Bacteria	Organisms
LcrV is a multifunctional protein that has been shown to act at the level of secretion control by binding the Ysc inner-gate protein LcrG and to modulate the host immune response by altering cytokine production.	Bacteria	Organisms
nov., a sulfur-disproportionating bacterium isolated from a hot spring, and emended description of the genus Caldimicrobium".	Bacteria	Organisms
Rather, research efforts have typically sampled much larger volumes of water and made comparisons from one sampling site to another.	Bacteria	Organisms
By oxidation of nitrite to nitrate they are important in the process of nitrification in marine environments.	Bacteria	Organisms
For example, diabetes can cause intestinal neuropathy, pancreatitis, leading to pancreatic insufficiency can impair digestive enzyme production, and bile may be affected as part of cirrhosis of the liver.	Bacteria	Organisms
A pilus on the F+ cell interacts with the recipient cell allowing formation of a mating junction, the DNA is nicked on one strand, unwound and transferred to the recipient.	Bacteria	Organisms
Indeed, of the 80 newly released TB-infected inmates in Fry et al.'s study, 73.8% did not report visiting a community dispensary for further treatment.	Bacteria	Organisms
tertium has been isolated in neutropenic and nonneutropenic patients, and in cases of necrotizing fasciitis and gangrene.	Bacteria	Organisms
Eukaryotic flagella are complex cellular projections that lash back and forth, rather than in a circular motion.	Bacteria	Organisms
Newer phylogenetic studies have found that Entomoplasmatales was not monophyletic like Tully had believed, but paraphyletic.	Bacteria	Organisms
It produces penicillin amidase used to make synthetic penicillin, various amylases used in the baking industry and glucose dehydrogenase used in glucose blood tests.	Bacteria	Organisms
morganii strains are resistant to penicillin, ampicillin/sulbactam, oxacillin, first-generation and second-generation cephalosporins, macrolides, lincosamides, fosfomycin, colistin, and polymyxin B.	Bacteria	Organisms
Pro-legitimate Candidatus names compete with each other for priority, but do not compete with "real" legitimate names.	Bacteria	Organisms
Types There are different types of bacteria that are found in swimming pools and other types of recreational waters.	Bacteria	Organisms
tepidum contains genes that play an important role in the methylation of the C-8 and C-12 carbons of bacteriochlorophyll C.	Bacteria	Organisms
On the subject of the ETC, an adaptation to living in the mine environment is in the use of different ETC electron acceptors to neutralophiles; sulfur, arsenic, selenium, uranium, iron, and manganese in solid form rather than O2 (most commonly Fe in dissimilatory iron reduction, frequent in AMD).	Bacteria	Organisms
is a strain of Staphylococcus aureus that gives resistance to vancomycin at a frequency of 10−6 colonies or even higher.	Bacteria	Organisms
Its cells are gram-negative and are approximately 2.4–3.9 micrometres long and 0.5–0.6 micrometres wide; they are motile rods with polar flagella.	Bacteria	Organisms
C novyi type A alpha-toxin is unique in using UDP-N-acetylglucosamine rather than UDP-glucose as a substrate.	Bacteria	Organisms
Crabtree, an American microbiologist Crossiella – Thomas Cross, a British microbiologist Dasania – Dasan, a Korean scientist Deleya – Jozef De Ley, a Belgian microbiologist Derxia – H.	Bacteria	Organisms
"The Intracellular pH of Clostridium paradoxum, an Anaerobic, Alkaliphilic, and Thermophilic Bacterium." Applied and Environmental Microbiology 62.12 (1996): 4576–4579.	Bacteria	Organisms
The archaea of the Nanobdellati kingdom are ultra-small archaea that share the same characteristics with these bacteria and are the most basal group of the archaeo-eukaryotic clade, although it can also be paraphyletic of eukaryotes and the other archaea as will be seen below.	Bacteria	Organisms
Wefers, Daniel; Dong, Jia; Abdel-Hamid, Ahmed M.; Paul, Hans Müller; Pereira, Gabriel V.; Han, Yejun; Dodd, Dylan; Baskaran, Ramiya; Mayer, Beth; Mackie, Roderick I.; Cann, Isaac; Kelly, Robert M.	Bacteria	Organisms
Campylobacter jejuni is not competent until the exogenous genetic material is confirmed by the cell to be Campylobacter jejuni DNA.	Bacteria	Organisms
It was discovered by Harrison et al., 2014 to be due to a species nova which they named Candidatus Phytoplasma palmicola and assigned to novel Candidatus Phytoplasma subgroup 16SrXXII-B.	Bacteria	Organisms
aureus within the general population and significant number of severe infections caused by this bacteria, decolonization protocols have been implemented in many hospital networks to decrease MRSA infections.	Bacteria	Organisms
Phosphorus can cause eutrophication, and hydrogen sulfide can be toxic to marine life, meaning that cable bacteria play an important role in maintaining marine ecosystems in coastal areas.	Bacteria	Organisms
Grazzini was temperamental, his life consequently enlivened or disturbed by various literary quarrels.	Apothecaries	Health professionals
Hudson, at the time of its publication, was practising as an apothecary in Panton Street, Haymarket, and from 1765 to 1771 acted as 'praefectus horti' to the Apothecaries' Company at the Chelsea Physic Garden.	Apothecaries	Health professionals
He rejected the claim that Ireland was a conquered colony dependent on the government and parliament of Great Britain.	Apothecaries	Health professionals
After the first 500 plates, Ehret realised that he was receiving a miserly payment and soon found new employment copying plates, while being able to produce other paintings independently.	Apothecaries	Health professionals
He alleged that Shires had overstated his qualifications to gain the post of "Sergeant of the Confectionary", and had become a "servitour odoriferous" to the king.	Apothecaries	Health professionals
Say was elected as a Democratic-Republican to the Tenth Congress to fill the vacancy caused by the resignation of Joseph Clay.	Apothecaries	Health professionals
After honing his craft with Watts, Sherard moved to Mark Lane, London, where he started his own very successful business.	Apothecaries	Health professionals
Margaret Douglas, Countess of Bothwell, whose husband Francis Stewart, 5th Earl of Bothwell was a rebel, had been shown some favour by the king at Hamilton Palace.	Apothecaries	Health professionals
James Sherard (1 November 1666 – 12 February 1738) was an English apothecary, botanist, and amateur musician.	Apothecaries	Health professionals
The other members included William Gregson, John Dobson, his cousin John Parr, Thomas Hodgson, Thomas Staniforth, George Case, Samuel Shaw, John Backhouse and James Caruthers.	Apothecaries	Health professionals
Otto Tachenius wrote an Apologia in 1652 in which he declared Dieterich as a pseudo-chimicum (false chemist) and a fraud.	Apothecaries	Health professionals
By his wife, Judith Chamberlaine, he had a son Abraham, who married Anne, daughter of Sir Richard Sandys of Northbourne Court, Kent; and a daughter, Anne, married to Sir Richard Sprignell, bart., of Coppenthorpe, Yorkshire.	Apothecaries	Health professionals
He had been interested in ornithology from a young age and wished to make knowledge more widely available and had been especially influenced by the work of Emil Adolf Rossmässler.	Apothecaries	Health professionals
He wrote parts of the multi-volume work Die Schmetterlinge Europas (The Lepidoptera of Europe), published in 1908.	Apothecaries	Health professionals
Philippe Sylvestre Dufour (born Manosque 1622, died Vevey (Canton de Vaud) 1687) was a French Protestant apothecary, banker, collector, and writer based in Lyon.	Apothecaries	Health professionals
Bernard was lampooned as "Horoscope" in Samuel Garth's The Dispensary: Bernard communicated to William Lilly in 1664 a theory on horoscopes for cities, and its application to the prediction of fires in London.	Apothecaries	Health professionals
Several days later he found that the styrol had thickened, presumably due to polymerisation, into a jelly which he dubbed styrol oxide ("Stryroloxyd").	Apothecaries	Health professionals
James MacCartney was a Scottish medical practitioner and apothecary in Edinburgh in the 1590s who collected information for the English diplomat Robert Bowes.	Apothecaries	Health professionals
Ephraim Reinhold Seehl (English: Ephraim Rinhold Seehl) (died in 1783) was an apothecary and chemist of German background, born in Sweden.	Apothecaries	Health professionals
She managed the pharmacy until 1682, when she retired in favor of her son-in-law Jakob Leonard Allmacher (1652–1724).	Apothecaries	Health professionals
He was appointed as the joint Professor of Anatomy to the Town’s College (which became the University of Edinburgh in 1708) to join Robert Eliot, who had been appointed in 1705, was the first to hold that post and was the first Professor of Anatomy in Britain.	Apothecaries	Health professionals
Johnson knew little of Levet's background, but he seemed to cherish the awkward, unpolished man nonetheless.	Apothecaries	Health professionals
Death and legacy Chase died without issue on 23 June 1721 leaving his estate to his widow and Dr Stephen Chase, the eldest son of his cousin, also Stephen Chase.	Apothecaries	Health professionals
487-496 Observation sur les différents sels que l'on retire par la lixiviation des cendres du tamaris, pris en différents lieux, Académie royale des sciences, 1779, p.	Apothecaries	Health professionals
In 1763, he repaid money that he had borrowed from the Lathrops, repurchased the family homestead that his father had sold when deeply in debt, and resold it a year later for a substantial profit.	Apothecaries	Health professionals
After witnesses were interviewed and depositions given, the House of Representative voted that Myers was the winner of the election.	Apothecaries	Health professionals
Silvanus subsequently married Martha Heathcote, the daughter of Gilbert Heathcote (1664-1719), a Quaker physician to King William III of England.	Apothecaries	Health professionals
From 1707 to 1751, he published numerous articles in the Histoire et Mémoires de l'Académie royale des sciences.	Apothecaries	Health professionals
David and Susan had nine children: David, Susan (who later became the sister-in-law to John Davis), Samuel, Mary, Jacob Morton, Sophia, William Brown, John, and Martha.	Apothecaries	Health professionals
He is not to be confused with Ottmar Hofmann who was an entomologist specialising in Lepidoptera as well.	Apothecaries	Health professionals
Background In the 1960s, there was increasing interest in Ontario for the historic preservation of buildings to prevent their demolition.	Apothecaries	Health professionals
That training consisted mostly of apothecary study, as well as the occasional attendance at medical lectures.	Apothecaries	Health professionals
Allen is known to have lived as a girl with the family of Joel Barlow, the poet and diplomat, and a friend of Craigie.	Apothecaries	Health professionals
There is evidence that his nomination and acceptance into the Académie des Sciences was based on the importance of his publications on pharmacology rather than on his credentials as a scientific researcher, contrary to the usual practice of the day.	Apothecaries	Health professionals
Shortly afterwards, the corporation having resolved to farm the revenues of the city to a certain Alderman, Lucas denounced the affair as a job, and the council in which the resolution had been passed as packed.	Apothecaries	Health professionals
Her and her daughters’ Lutheran beliefs were publicly reaffirmed in their respective funeral sermons.	Apothecaries	Health professionals
1787-1805 he worked as "druggist, medicine," from offices "three doors below the Drawbridge, Ann Street." He had trained "with Mr.	Apothecaries	Health professionals
When they disobeyed, he bound them using sorcery." In spite of this incident, it seems that the Court continued to highly evaluate the herbal knowledge of Ozunu's school, since Vol.	Apothecaries	Health professionals
Petiver received many specimens, seeds and much other material from overseas correspondents including Samuel Browne and Edward Bulkley in Madras, Jezreel Jones in Barbary, and the Czech Jesuit Georg Joseph Kamel in Manila.	Apothecaries	Health professionals
Wiegleb was notably the teacher of Sigismund Friedrich Hermbstädt and Johann Friedrich August Göttling.	Apothecaries	Health professionals
Political allegiance In the 1745 Jacobite uprising the Jacobite army under Prince Charles Edwart Stuart defeated a Government army under the command of General Sir John Cope at the Battle of Prestonpans.	Apothecaries	Health professionals
He lived piously to the age of ninety-seven years, and worth (notwithstanding his many acts of publick and private charity) near as many thousand pounds as he was years, having thirty-seven children by one wife, and about sixty grandchildren at his funeral.	Apothecaries	Health professionals
Her stepdaughter from this marriage, Sibylla of Anhalt, followed her influence and kept a court pharmacy at Stuttgart and Leonberg.	Apothecaries	Health professionals
When that monarch determined in 1617 to incorporate the Society of Apothecaries, 114 apothecaries, being his majesty's ‘natural subjects,’ were nominated as members.	Apothecaries	Health professionals
He ran as the Democratic party candidate for Pennsylvania's 3rd congressional district and on October 13, 1869, was determined the winner over Leonard Myers.	Apothecaries	Health professionals
Parr and John Welch owned a slave-ship called Briton and in 1762 it was sent on a slave voyage to the Kingdom of Whydah in West Africa.	Apothecaries	Health professionals
The Landuccis had twelve children together, and Luca remained at this location until his death in 1516.	Apothecaries	Health professionals
En no Gyōja was conferred the posthumous title Jinben Daibosatsu (Great Bodhisattva Jinben, 神変大菩薩) at a ceremony held in 1799 to commemorate the one-thousandth year of his passing.	Apothecaries	Health professionals
Supported by independent means, Ziz devoted himself to botany, undertaking field trips as far afield as southern France and the Pyrenees.	Apothecaries	Health professionals
A letter of June 1596 mentioned a possible border raid near Carlisle and that Anne of Denmark, who was now pregnant, was moving to Dunfermline Palace, at the suggestion of the Octavians, a group of financial administrators with some overlap with her council.	Apothecaries	Health professionals
He himself was not very proficient in Latin although he was a member of several scholarly societies and an educated gentleman.	Apothecaries	Health professionals
The Ghibellines took over Florence at the Battle of Montaperti in 1260, forcing out many of the Guelphs.	Apothecaries	Health professionals
Tenzing, a Tibetan title, means illustrious or divine, and momo is a yak-filled dumpling, so says manager Erik Smith...	Apothecaries	Health professionals
He gained his doctorate in Freiburg with a monograph on the genus Cinchona ("Monographie der Gattung Cinchona L.").	Apothecaries	Health professionals
Renward Brandstetter, Renward Cysat, 1545-1614: der Begründer der schweizerischen Volkskunde (1909).	Apothecaries	Health professionals
Adam Drummond was born on the family estate at Megginch in Perthshire and went to the local school in Errol before matriculating at St.	Apothecaries	Health professionals
He collaborated with Frederik Ruysch on the first volume of Jan Commelijn's "Horti Medici Amstelodamensis Rariorum" which appeared in 1697 and dealt mainly with plants from the East and West Indies.	Apothecaries	Health professionals
At the time it was owned by Esther Ipp Schwartz, who had offered it to folklorist Don Yoder for study.	Apothecaries	Health professionals
Agen in the early 17th century was at the crossroads of the religious debate revolving around the new Protestant faith.	Apothecaries	Health professionals
Since 1875, a collection of his mosses has been kept at the British Museum of Natural History (250 specimens in 5 fascicles).	Apothecaries	Health professionals
This was due not only to the preparation of new salts, but also to an increasing ability to distinguish between sodium and potassium compounds, and to a generalization of the concept so as to include many substances, such as the alums and vitriols (i.e., sulfates), that had been previously excluded.	Apothecaries	Health professionals
Craigie was also fundamental in convincing Middlesex County authorities to move the Middlesex County Courthouse (Massachusetts) from Harvard Square to a new Charles Bulfinch-designed building in East Cambridge.	Apothecaries	Health professionals
He served in the American Revolution and worked as a shoemaker before, in 1787, moving to Chambersburg, Pennsylvania and taking up work as an apothecary.	Apothecaries	Health professionals
Surgical career On his return to Edinburgh, Drummond was admitted to the Incorporation of Surgeons in 1707 and established a practice as a surgeon-apothecary in the Lawnmarket in Edinburgh.	Apothecaries	Health professionals
On completion of his apprenticeship he went, as was the custom of the day, for further education at a continental University.	Apothecaries	Health professionals
That may have been because it was the custom of the time to add the name of his father after death, or because "Dr.	Apothecaries	Health professionals
In 1741, he published his Pharmacomastix, or the Office, Use, and Abuse of Apothecaries Explained, and had the satisfaction of seeing the former act renewed.	Apothecaries	Health professionals
His descendants are spread across Canada, most of all those of John Sage, who adopted the Arnold surname.	Apothecaries	Health professionals
Ziz died unmarried on 1 December 1829 in Mainz; his extensive herbarium was bequeathed to the Grand Ducal Museum in Darmstadt but was destroyed during the 1944 air raids.	Apothecaries	Health professionals
He possessed an estate at Roxton, Bedfordshire, the manor of Sharsted, Kent, where some of his descendants still resided as of the 19th century, a mansion in Blackfriars, London, and extensive property in Virginia and the Bermudas.	Apothecaries	Health professionals
Legacy "The town of Redford, in Clinton County, in the north-east corner of the State of New York, was named for him." References Works Committee on the Subject of Pauperism and a House of Industry (1821).	Apothecaries	Health professionals
Their daughter Elizabeth married James Stuart who served three terms of office as Lord Provost of Edinburgh.	Apothecaries	Health professionals
"Les grands voyages de Jean Mocquet, apothicaire et garde du "Cabinet des Singularitez" de Louis XIII aux Tuileries (Suite et fin)".	Apothecaries	Health professionals
1705 Reasons against Imposing Prisedg Wines in Scotland The Age of the World …the Case of John Sproul… Bibliography Robert Wodrow had papers on John Spreul.	Apothecaries	Health professionals
In this he created a major systematic division of the asteroids and ophiuroids based on the presence or absence of the ambulacral groove.	Apothecaries	Health professionals
From 1706 he worked at this father's pharmacy in Naumburg and from 1710 he went back to Leipzig and worked with his brother.	Apothecaries	Health professionals
Upon Camerarius' death in 1598, Besler had the remainder of Camerarius' plants moved to Eichstätt and carried on the work of planting and supervision.	Apothecaries	Health professionals
William Clarke was married twice, first to Martha (last name is unknown) who bore him three children - Joseph, William and Anne.	Apothecaries	Health professionals
When the French Academy of Sciences was founded in 1666, Jean-Baptiste Colbert was assigned by Louis XIV to select members and he appointed Samuel Cottereau du Clos and Claude Bourdelin who were both associated with medicine.	Apothecaries	Health professionals
He returned to England in 1753, proceeding to Bath, and after a series of elaborate experiments conducted in public he went to London, where he established himself in practice.	Apothecaries	Health professionals
In 1690, he published a plant catalogue of this garden under the title "Horti Beaumontiani: Exoticarum Plantarum Catalogus ...".	Apothecaries	Health professionals
Honours 1776 accommodation into Leopoldina Publications Chemische Versuche über die alkalischen Salze.	Apothecaries	Health professionals
He was a great benefactor to the Apothecaries' Company, having been ‘a principal means for the procuring of the said company to be made a corporation,’ and for the purchase of Apothecaries' Hall, where a massive marble bust of him is preserved.	Apothecaries	Health professionals
Katherine had three children from a previous marriage to Edward Storer, including daughter Katherine as well as sons Edward and Arthur Storer.	Apothecaries	Health professionals
The Gypsies Metamorphosed In the text of the "Windsor Epilogue" of Ben Jonson's 1621 masque, The Gypsies Metamorphosed, Rumler is said to have provided make-up to darken the actors' faces.	Apothecaries	Health professionals
By what reason and means that murdering principle is taught and carried on; who were accessory to the contrivance of murdering; who were to be murdered; and also as to the archbishop of St Andrews's murder.	Apothecaries	Health professionals
Normally the sight of prayer flags and the smell of incense repel me, but the store’s herbs and other products, along with the knowledgeable service, have made Tenzing Momo part of my regular routine...	Apothecaries	Health professionals
On June 16, Arnold inspected West Point while on his way home to Connecticut to take care of personal business, and he sent a highly detailed report through the secret channel.	Apothecaries	Health professionals
In 1753 he proved the chemical element bismuth to be distinct from lead, becoming the official discoverer of the element.	Apothecaries	Health professionals
In 1540 he was among the founders of the Accademia degli Umidi, which was soon renamed Accademia Fiorentina.	Apothecaries	Health professionals
William Hudson FRS (1730 in Kendal – 23 May 1793) was a British botanist and apothecary based in London.	Apothecaries	Health professionals
As an aviculturist he maintained nearly 150 bird species and in the course of a decade managed to breed nearly 63 species including several African weaverbirds for the first time in captivity.	Apothecaries	Health professionals
Ernst Hofmann (1837 Frankfurt am Main – 1892 Stuttgart) was a German entomologist who specialised in Lepidoptera.	Apothecaries	Health professionals
In addition to dried herbs, the store carries spices, mixers, incense, bath products, tarot cards, and all-natural remedies.	Apothecaries	Health professionals
It was believed Charles had received other unofficial instructions, so the council sent a delegation that included Dante to Rome to persuade the Pope not to send Charles to Florence.	Apothecaries	Health professionals
External links Ownership inscription of Hugh Morgan WorldCat References Sources Bradford, Charles Angell (1939).	Apothecaries	Health professionals
Gideon Delaune, Robert Johnstone, and the Lombard Street goldsmith William Terry were executors of the goldsmith George Heriot, who made a bequest to found a school in Edinburgh now known as George Heriot's School.	Apothecaries	Health professionals
The book contains a family register recording births, marriages, and deaths; his own death was noted in the ledger by one of his children.	Apothecaries	Health professionals
He is also referred to by the name En no Gyōja (役 行者; Japanese pronunciation: [en no ɡʲoꜜː.(d)ʑa, eꜜn no ɡʲoː.(d)ʑa], lit.	Apothecaries	Health professionals
During the English invasions of Rio de la Plata, he had provided medicines and provided his aid to the patriots wounded.	Apothecaries	Health professionals
Similarly, CO2 produced for the food and beverage industry is also excluded from these figures As of 2023, it is commercially feasible to produce the following products from captured CO2: methanol, urea, polycarbonates, polyols, polyurethane, and salicylic acids.	Carbon finance	Energy economics
In June 2008 the Carbon Trust introduced the Carbon Trust Carbon Standard to address what it describes as business greenwash.	Carbon finance	Energy economics
2454), a greenhouse gas cap-and-trade bill, was passed on June 26, 2009, in the House of Representatives by a vote of 219–212.	Carbon finance	Energy economics
Emissions trading basically refers to the trading of emissions allowances (carbon credits) between one regulated entity and a less pollutive entity.	Carbon finance	Energy economics
Google violations On 22 April 2008, Ecocho was informed by Google that they would be denied the use of Google's search technologies for multiple past violations of Google's policies.	Carbon finance	Energy economics
It ran in parallel with a tax on energy use, the Climate Change Levy, introduced in April 2001, but companies could get a discount on the tax if they elected to make reductions through participation in the trading scheme.	Carbon finance	Energy economics
Timeline 1970s In 1973 the Big Three American automobile manufacturers, Chrysler, Ford Motor Company and General Motors, along with import brand Toyota, were ordered by the EPA to stop using ambient temperature switches which disabled pollution controls at low temperatures.	Carbon finance	Energy economics
The goals of the Cap and Dividend Act of 2009 are as follows: Set robust, scientifically driven emissions reductions targets at 25 percent below 2005 levels by 2020 and 85 percent below 2005 levels by 2050 for covered emissions.	Carbon finance	Energy economics
Meanwhile, Brazil produces and uses large amounts of bioethanol in vehicles, including in some flex-fuel cars exclusively available in Brazil.	Carbon finance	Energy economics
Provisions The legislation aims to put a price on all greenhouse gases that play a significant role in trapping heat in the atmosphere through binding "minimum national standards" on the federal government and all of the provinces and territories of Canada.	Carbon finance	Energy economics
History The idea of a global wealth system based on alternative energy production was first suggested by Buckminster Fuller in his 1969 book Operating Manual for Spaceship Earth.	Carbon finance	Energy economics
These included credits produced under the Joint Initiative (JI) provision: Emission Reduction Unit credits; the Clean Development Mechanism (CDM): Certified Emission Reduction credits; and Assigned Amount Units (AAU) now also widely known as Hot Air in the post Soviet context.	Carbon finance	Energy economics
Data Ember’s open data covers annual electricity generation data for over 200 countries and regions, and monthly electricity generation data for 85 countries and regions.	Carbon finance	Energy economics
Using this technology would improve the health of the nation but in particular for people who live closer to the railway.	Carbon finance	Energy economics
Different greenhouse gases have different physical properties: the global warming potential is an internationally accepted scale of equivalence for other greenhouse gases in units of tonnes of carbon dioxide equivalent.	Carbon finance	Energy economics
A phase-out of fossil fuels together with a shift to 100% renewable energy is required by about 2040.	Carbon finance	Energy economics
Support from lower-income countries, such as Côte d'Ivoire, Colombia, and Vietnam, is primarily driven by established trade relations with the EU and the potential for EU development aid to offset transition costs.	Carbon finance	Energy economics
The investment was reported to be in the range of “€20 million-plus.” Also in 2021, South Pole acquired Belgium-based climate consultancy CO2logic to expand its offerings in Belgium and France.	Carbon finance	Energy economics
Costs of solar photovoltaic cells have dropped rapidly, driving strong growth in worldwide capacity.	Carbon finance	Energy economics
A steady, planned, rolling programme will reduce costs, speed up journey times, create more seats on more reliable trains and ultimately reduce ticket prices." The group staged a protest on top of Snowdon in 2018.	Carbon finance	Energy economics
Namely, the emission reduction must be real, permanent over the period of credit generation, quantifiable, enforceable, and surplus to emission reductions that are already needed to comply with an existing requirement (local, state, or Federal) or air quality plan.	Carbon finance	Energy economics
The low emission zones in Antwerp and Brussels have been shown to have a positive impact on air quality, socio-economic disparities and health.	Carbon finance	Energy economics
India is also moving towards its goal for electrification of the automotive industry, aiming to have at least 30% EV ownership among private vehicles by 2030.	Carbon finance	Energy economics
RETScreen Version 4 was launched on December 11, 2007, at Bali, Indonesia by Canada's Minister of the Environment.	Carbon finance	Energy economics
In some markets, however, where short-term supply has overtaken demand, long-term prices can be better than spot prices.	Carbon finance	Energy economics
In the European Union Emission Trading Scheme, EU Emission Allowances permit holders to emit a specified amount of carbon dioxide.	Carbon finance	Energy economics
'Participants' who must account for their emissions will be few and high in the production chain of each sector and will have to surrender one New Zealand unit (NZU) or one internationally tradable Kyoto-compliant unit for each tonne of emissions.	Carbon finance	Energy economics
Carbon pricing Carbon pricing (such as a tax on CO2 emissions) gives industries and consumers an incentive to reduce emissions while letting them choose how to do so.	Carbon finance	Energy economics
As such, they increase our overall production and use of renewable energy, and decrease our consumption and burning of fossil fuels.	Carbon finance	Energy economics
Clients get to use a specific CEMARS certification logo and are certified against ISO 14064-1 for organisation or PAS 2050 for product or service carboNZero certification is for organisations, products, services or events to make a carbon neutrality claim.	Carbon finance	Energy economics
Physical soil and water conservation has been implemented to enhance infiltration, and vegetation growth.	Carbon finance	Energy economics
The One-Tonne Challenge was a challenge presented by the Government of Canada in March 2004 for Canadians to reduce their greenhouse gas emissions by one tonne each year.	Carbon finance	Energy economics
A recent study by the University of Oxford found causal evidence that the local industrial structure influenced the vote among Democrats: a higher share of carbon-intensive ("brown") firms made Democrats less likely to support the bill.	Carbon finance	Energy economics
CO2balance adheres to a profit for purpose approach, whereby revenue from the sale of carbon credits is used to maintain projects over the long term and reinvested into new project development.	Carbon finance	Energy economics
The Chennai office handles several value-added operations of the bank that were earlier handled only in its Washington, D.C., office.	Carbon finance	Energy economics
An ERU represented a reduction of greenhouse gases under the Joint Implementation mechanism, where it represented one tonne of CO2 equivalent reduced.	Carbon finance	Energy economics
This estimate is based on values taken from project plans, and makes no adjustment to account for delivery in practice.	Carbon finance	Energy economics
Scope According to Mohammed Shamsuddoha and Rezaul Karim Chowdhury, "The 'draft concept note' prepared by the government of Bangladesh on the MDTF suggested that the secretariat be based in the World Bank office in Dhaka.	Carbon finance	Energy economics
Most JI projects are expected to take place in the economies in transition (the EIT Parties) noted in Annex B of the Kyoto Protocol.	Carbon finance	Energy economics
The company rebranded to ‘South Pole Group’ in 2015, and then again to the current ‘South Pole’ in January 2018.	Carbon finance	Energy economics
In 2014, Arcadia Power made RECS available to homes and businesses in all 50 states, allowing consumers to use "100% green power" as defined by the EPA's Green Power Partnership.	Carbon finance	Energy economics
The proceeds were paid into a Green Fund, which will provided the resources for the implementation of the provincial climate change plan.	Carbon finance	Energy economics
The plan also promotes strategies to reduce emissions from transportation, which account for over 20 percent of local greenhouse gas sources.	Carbon finance	Energy economics
The new emissions cap on NOx and SO2 gases took effect in 1995, and according to Smithsonian magazine, those acid rain emissions dropped 3 million tons that year.	Carbon finance	Energy economics
The bank would co-chair the management committee and administer, manage, supervise, and monitor implementation of the MDTF's projects and programmes.	Carbon finance	Energy economics
